Comparison,Z,P.unadj,P.adj,axis,type,test,correction
1A - 1B,1.28285396117964,0.199543244894331,1,Axis.1,ctrlt0,Dunn.test,Bonferroni
1A - 1C,-0.47454694730322,0.635109928013693,1,Axis.1,ctrlt0,Dunn.test,Bonferroni
1B - 1C,-1.81444421027702,0.0696093645395244,0.417656187237146,Axis.1,ctrlt0,Dunn.test,Bonferroni
1A - 1D,-0.491353814911995,0.623176223882117,1,Axis.1,ctrlt0,Dunn.test,Bonferroni
1B - 1D,-1.70084012854152,0.0889730117018133,0.53383807021088,Axis.1,ctrlt0,Dunn.test,Bonferroni
1C - 1D,-0.0654653670707977,0.94780348023542,1,Axis.1,ctrlt0,Dunn.test,Bonferroni
1A - 1B,-1.97773319015194,0.0479588139310902,0.287752883586541,Axis.2,ctrlt0,Dunn.test,Bonferroni
1A - 1C,-2.06567494708461,0.0388591824039592,0.233155094423755,Axis.2,ctrlt0,Dunn.test,Bonferroni
1B - 1C,0,1,1,Axis.2,ctrlt0,Dunn.test,Bonferroni
1A - 1D,-1.04570170865886,0.295698773692679,1,Axis.2,ctrlt0,Dunn.test,Bonferroni
1B - 1D,0.818923024853326,0.412830332378143,1,Axis.2,ctrlt0,Dunn.test,Bonferroni
1C - 1D,0.85104977192037,0.394741705213007,1,Axis.2,ctrlt0,Dunn.test,Bonferroni
1A - 1B,-2.03188863586847,0.0421649312533629,0.126494793760089,Axis.1,ctrlt8,Dunn.test,Bonferroni
1A - 1C,0.316227766016838,0.751829634045849,1,Axis.1,ctrlt8,Dunn.test,Bonferroni
1B - 1C,2,0.0455002638963584,0.136500791689075,Axis.1,ctrlt8,Dunn.test,Bonferroni
1A - 1B,-0.717137165600636,0.47328946538009,1,Axis.2,ctrlt8,Dunn.test,Bonferroni
1A - 1C,-1.89736659610103,0.0577795711235972,0.173338713370792,Axis.2,ctrlt8,Dunn.test,Bonferroni
1B - 1C,-1.2,0.230139340443417,0.69041802133025,Axis.2,ctrlt8,Dunn.test,Bonferroni
1A - 1B,1.23590304771939,0.216494604028043,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1A - 1C,-0.0938806278700343,0.925203982583637,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1B - 1C,-1.38473926108301,0.166132209354452,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1A - 1D,-0.323083884738314,0.746631714474405,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1B - 1D,-1.48830445264699,0.136670621245067,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1C - 1D,-0.247690786783347,0.804373660870733,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1A - 2A,-0.465491446522253,0.641579560840905,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1B - 2A,-1.75635007973522,0.0790286510909763,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1C - 2A,-0.389748714678201,0.696722370311555,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1D - 2A,-0.100911061282104,0.919621062299674,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1A - 2B,-0.595480559355708,0.551522290283809,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1B - 2B,-1.8313836070751,0.0670433063531793,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1C - 2B,-0.528078531768943,0.597444830579159,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1D - 2B,-0.238340570708592,0.811616956949466,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2A - 2B,-0.156467713116724,0.875664366961674,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1A - 2C,-1.14025845933812,0.254178638801501,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1B - 2C,-2.4311170925511,0.0150523491525842,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1C - 2C,-1.09745032817283,0.272444583101661,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1D - 2C,-0.733898627506212,0.463010523640962,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2A - 2C,-0.707701613494627,0.479130575227519,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2B - 2C,-0.518299299699147,0.604249461465385,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1A - 2D,1.19964753923325,0.230276255324479,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1B - 2D,0.0344269713245744,0.972536676208801,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1C - 2D,1.33477812877692,0.181948973786457,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1D - 2D,1.4445898693385,0.148573120029791,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2A - 2D,1.68337997684237,0.0923015569224292,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2B - 2D,1.76107199468015,0.0782262183491959,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2C - 2D,2.31636754306648,0.0205382093379997,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1A - 2E,-1.45628855374813,0.145312868397599,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1B - 2E,-2.52661198968774,0.0115168663407811,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1C - 2E,-1.42365378427562,0.15454671827367,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1D - 2E,-1.10871036629263,0.267555148494824,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2A - 2E,-1.10542529131989,0.268975349812299,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2B - 2E,-0.940587261886321,0.346916412190829,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2C - 2E,-0.527589343584494,0.597784390883448,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2D - 2E,-2.44614070325401,0.0144394637284927,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1A - 2F,1.65193250693967,0.0985483104534767,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1B - 2F,0.717677618696157,0.472956086436471,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1C - 2F,1.76235084376764,0.0780100384277908,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1D - 2F,1.8461781221599,0.0648663465055723,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2A - 2F,2.03794480287534,0.0415554532907737,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2B - 2F,2.10207349854791,0.0355468379514507,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2C - 2F,2.53836541283405,0.0111371630611878,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2D - 2F,0.666675433002185,0.504979474333418,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2E - 2F,2.67905199420035,0.00738309284381234,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1A - 3A,-0.827323033104677,0.408053992071538,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1B - 3A,-2.11818166631765,0.0341596852563492,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1C - 3A,-0.769240884233291,0.441750323781697,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1D - 3A,-0.440339176503727,0.659691470368906,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2A - 3A,-0.37949216955509,0.70432241798984,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2B - 3A,-0.2053638734657,0.83728784350533,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2C - 3A,0.328209443939537,0.742753307773093,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2D - 3A,-2.022808092064,0.0430929370679174,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2E - 3A,0.795571232389317,0.426281292865508,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2F - 3A,-2.30628628937493,0.0210946407344292,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1A - 3B,-0.455712214452458,0.648596937447146,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1B - 3B,-1.74657084766543,0.080711807707295,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1C - 3B,-0.37949216955509,0.70432241798984,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1D - 3B,-0.0917373284382764,0.926906738620718,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2A - 3B,0.0102565451231108,0.991816604477069,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2B - 3B,0.166246945186519,0.867962616520538,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2C - 3B,0.717958158617738,0.472783086120158,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2D - 3B,-1.67420624399855,0.0940900727769653,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2E - 3B,1.11379972534504,0.265365114837934,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2F - 3B,-2.03069233026724,0.0422862148699708,1,Axis.1,dscourt0,Dunn.test,Bonferroni
3A - 3B,0.389748714678201,0.696722370311555,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1A - 3C,0.28750942285198,0.773722287985167,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1B - 3C,-1.00334921036099,0.315692400379052,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1C - 3C,0.400005259801311,0.689152642727893,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1D - 3C,0.605466367692625,0.544869164950936,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2A - 3C,0.789753974479512,0.429671463053324,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2B - 3C,0.909468582490957,0.363102834431037,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2C - 3C,1.49745558797414,0.134274753433803,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2D - 3C,-0.977002547867645,0.328567890995607,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2E - 3C,1.7502567112565,0.0800740269588174,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2F - 3C,-1.47950441205185,0.139005553033696,1,Axis.1,dscourt0,Dunn.test,Bonferroni
3A - 3C,1.1692461440346,0.242304474700465,1,Axis.1,dscourt0,Dunn.test,Bonferroni
3B - 3C,0.779497429356401,0.435686751284166,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1A - 3D,-0.164190170932586,0.869581438561097,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1B - 3D,-1.32941073884126,0.183712496819479,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1C - 3D,-0.0825635955944489,0.934198548913366,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1D - 3D,0.150739812452713,0.88018096625498,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2A - 3D,0.266038252471002,0.790209749013555,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2B - 3D,0.39723428451432,0.691194702241909,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2C - 3D,0.89902581869511,0.368638908500225,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2D - 3D,-1.29385005688578,0.195717218398859,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2E - 3D,1.24826831449729,0.211932813702989,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2F - 3D,-1.72309958068257,0.0848705186495557,1,Axis.1,dscourt0,Dunn.test,Bonferroni
3A - 3D,0.605466367692625,0.544869164950936,1,Axis.1,dscourt0,Dunn.test,Bonferroni
3B - 3D,0.256864519627174,0.797283361021101,1,Axis.1,dscourt0,Dunn.test,Bonferroni
3C - 3D,-0.440339176503727,0.659691470368906,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1A - 3E,0.0843285131346357,0.932795242934518,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1B - 3E,-0.985994922804971,0.324135604325903,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1C - 3E,0.167488680503014,0.866985553376509,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1D - 3E,0.364401309201073,0.715558357984042,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2A - 3E,0.485717173458741,0.627167705824487,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2B - 3E,0.600029804996446,0.548486372161549,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2C - 3E,1.06355312119414,0.287531188590053,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2D - 3E,-0.973029027760311,0.33053887537002,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2E - 3E,1.37796979553848,0.168212613871263,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2F - 3E,-1.44655834069414,0.148020661077766,1,Axis.1,dscourt0,Dunn.test,Bonferroni
3A - 3E,0.795571232389317,0.426281292865508,1,Axis.1,dscourt0,Dunn.test,Bonferroni
3B - 3E,0.47734273943359,0.633118081460377,1,Axis.1,dscourt0,Dunn.test,Bonferroni
3C - 3E,-0.159114246477863,0.873578864147353,1,Axis.1,dscourt0,Dunn.test,Bonferroni
3D - 3E,0.224843360996407,0.82210113240273,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1A - 3F,0.2293171089325,0.818622456750579,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1B - 3F,-0.704937779311018,0.480848958075244,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1C - 3F,0.304603849540086,0.76066788776455,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1D - 3F,0.471801075663085,0.63706878306079,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2A - 3F,0.580197808647783,0.561781231232306,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2B - 3F,0.67945810054074,0.496847647168084,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2C - 3F,1.08061841860649,0.279866886005864,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2D - 3F,-0.707701613494628,0.479130575227519,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2E - 3F,1.37520344496483,0.169068380594406,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2F - 3F,-1.19024543664447,0.233949939469685,1,Axis.1,dscourt0,Dunn.test,Bonferroni
3A - 3F,0.848539295147382,0.396137698065425,1,Axis.1,dscourt0,Dunn.test,Bonferroni
3B - 3F,0.572945336039685,0.566681706801863,1,Axis.1,dscourt0,Dunn.test,Bonferroni
3C - 3F,0.0217574178242918,0.982641461791799,1,Axis.1,dscourt0,Dunn.test,Bonferroni
3D - 3F,0.348722534185759,0.727297625177121,1,Axis.1,dscourt0,Dunn.test,Bonferroni
3E - 3F,0.142709791458614,0.886519383409692,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1A - 4A,0.49287329631768,0.622102116692936,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1B - 4A,-0.797985336895291,0.424878999303651,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1C - 4A,0.615392707386633,0.538295406307661,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1D - 4A,0.798114757413006,0.424803898321386,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2A - 4A,1.00514142206483,0.314828756898161,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2B - 4A,1.11483245595666,0.264922225412146,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2C - 4A,1.71284303555946,0.0867414204173469,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2D - 4A,-0.784354158147264,0.432832329158047,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2E - 4A,1.92611982578466,0.0540894136331475,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2F - 4A,-1.3272024872818,0.184441709844954,1,Axis.1,dscourt0,Dunn.test,Bonferroni
3A - 4A,1.38463359161992,0.166164534529745,1,Axis.1,dscourt0,Dunn.test,Bonferroni
3B - 4A,0.994884876941723,0.319792258939236,1,Axis.1,dscourt0,Dunn.test,Bonferroni
3C - 4A,0.215387447585321,0.829465255727834,1,Axis.1,dscourt0,Dunn.test,Bonferroni
3D - 4A,0.632987566224108,0.526741762616297,1,Axis.1,dscourt0,Dunn.test,Bonferroni
3E - 4A,0.334977361006028,0.737642163921616,1,Axis.1,dscourt0,Dunn.test,Bonferroni
3F - 4A,0.130544506945751,0.89613564394045,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1A - 4B,-0.387257589963891,0.69856551904845,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1B - 4B,-1.67811622317686,0.0933244122561077,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1C - 4B,-0.307696353693316,0.758313394542098,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1D - 4B,-0.027521198531483,0.978044032266812,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2A - 4B,0.0820523609848845,0.934605075747019,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2B - 4B,0.234701569675086,0.814440369339438,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2C - 4B,0.789753974479512,0.429671463053324,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2D - 4B,-1.60999011409175,0.107400014501416,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2E - 4B,1.1724207635211,0.241028167264432,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2F - 4B,-1.97992502201056,0.0477119543064537,1,Axis.1,dscourt0,Dunn.test,Bonferroni
3A - 4B,0.461544530539975,0.644407980651388,1,Axis.1,dscourt0,Dunn.test,Bonferroni
3B - 4B,0.0717958158617737,0.942764402687651,1,Axis.1,dscourt0,Dunn.test,Bonferroni
3C - 4B,-0.707701613494628,0.479130575227519,1,Axis.1,dscourt0,Dunn.test,Bonferroni
3D - 4B,-0.192648389720381,0.847234345196796,1,Axis.1,dscourt0,Dunn.test,Bonferroni
3E - 4B,-0.418721701257535,0.67541953379689,1,Axis.1,dscourt0,Dunn.test,Bonferroni
3F - 4B,-0.522178027783004,0.601546382872649,1,Axis.1,dscourt0,Dunn.test,Bonferroni
4A - 4B,-0.923089061079949,0.35596079474142,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1A - 4C,0.14562849419348,0.884214672666405,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1B - 4C,-1.18929936924675,0.234321883463584,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1C - 4C,0.255449277343997,0.798376115039797,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1D - 4C,0.48182942312019,0.629927125883495,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2A - 4C,0.65991063313866,0.509311180216039,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2B - 4C,0.788821010214682,0.430216627867155,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2C - 4C,1.39432730550265,0.163218788944878,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2D - 4C,-1.14788774331575,0.251014908635288,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2E - 4C,1.66476081508082,0.0959604844922056,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2F - 4C,-1.61743689550705,0.105784006954548,1,Axis.1,dscourt0,Dunn.test,Bonferroni
3A - 4C,1.05372826904399,0.292007342527078,1,Axis.1,dscourt0,Dunn.test,Bonferroni
3B - 4C,0.649266913249326,0.516165867923508,1,Axis.1,dscourt0,Dunn.test,Bonferroni
3C - 4C,-0.159655798339998,0.87315222196582,1,Axis.1,dscourt0,Dunn.test,Bonferroni
3D - 4C,0.311771979666005,0.755213820356844,1,Axis.1,dscourt0,Dunn.test,Bonferroni
3E - 4C,0.0343249652593983,0.97261801719846,1,Axis.1,dscourt0,Dunn.test,Bonferroni
3F - 4C,-0.132940018808798,0.894240817341116,1,Axis.1,dscourt0,Dunn.test,Bonferroni
4A - 4C,-0.383173916015996,0.701590816833856,1,Axis.1,dscourt0,Dunn.test,Bonferroni
4B - 4C,0.574760874023994,0.56545303138034,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1A - 4H,-0.598772451101527,0.549324635633953,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1B - 4H,-1.53302733934504,0.12526911888449,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1C - 4H,-0.543935445607296,0.586485896248344,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1D - 4H,-0.328209443939537,0.742753307773093,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2A - 4H,-0.268341486499599,0.788436475176457,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2B - 4H,-0.148631459493287,0.881844447640064,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2C - 4H,0.232079123459113,0.81647655931358,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2D - 4H,-1.50771213309725,0.131628218845362,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2E - 4H,0.616246826753107,0.537731627159723,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2F - 4H,-1.88307486991513,0.059690222303381,1,Axis.1,dscourt0,Dunn.test,Bonferroni
3A - 4H,0,1,1,Axis.1,dscourt0,Dunn.test,Bonferroni
3B - 4H,-0.275593959107697,0.782859949985105,1,Axis.1,dscourt0,Dunn.test,Bonferroni
3C - 4H,-0.82678187732309,0.408360703689283,1,Axis.1,dscourt0,Dunn.test,Bonferroni
3D - 4H,-0.451287985416864,0.651782002976663,1,Axis.1,dscourt0,Dunn.test,Bonferroni
3E - 4H,-0.616246826753107,0.537731627159723,1,Axis.1,dscourt0,Dunn.test,Bonferroni
3F - 4H,-0.69282943327066,0.488416598703821,1,Axis.1,dscourt0,Dunn.test,Bonferroni
4A - 4H,-0.979083802093133,0.327538574363104,1,Axis.1,dscourt0,Dunn.test,Bonferroni
4B - 4H,-0.326361267364378,0.744151038743309,1,Axis.1,dscourt0,Dunn.test,Bonferroni
4C - 4H,-0.731170103448391,0.46467525877171,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1A - 4I,-1.47250557550479,0.14088440251163,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1B - 4I,-2.5428290114444,0.0109959024258875,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1C - 4I,-1.44040265232592,0.149753513723341,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1D - 4I,-1.12421680498203,0.260921061958857,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2A - 4I,-1.12217415937019,0.261788397366866,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2B - 4I,-0.956804283642982,0.338666049734689,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2C - 4I,-0.544338211634796,0.586208756464176,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2D - 4I,-2.46164714194342,0.0138300655481876,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2E - 4I,-0.014504945216195,0.988427133967304,1,Axis.1,dscourt0,Dunn.test,Bonferroni
2F - 4I,-2.69202561160568,0.00710194911586368,1,Axis.1,dscourt0,Dunn.test,Bonferroni
3A - 4I,-0.812320100439618,0.416607979708102,1,Axis.1,dscourt0,Dunn.test,Bonferroni
3B - 4I,-1.13054859339535,0.258245134722163,1,Axis.1,dscourt0,Dunn.test,Bonferroni
3C - 4I,-1.7670055793068,0.0772272939254641,1,Axis.1,dscourt0,Dunn.test,Bonferroni
3D - 4I,-1.2637747531867,0.206310885373438,1,Axis.1,dscourt0,Dunn.test,Bonferroni
3E - 4I,-1.39247474075468,0.163778685410939,1,Axis.1,dscourt0,Dunn.test,Bonferroni
3F - 4I,-1.38817706237016,0.165083135123209,1,Axis.1,dscourt0,Dunn.test,Bonferroni
4A - 4I,-1.94286869383496,0.0520320253474306,1,Axis.1,dscourt0,Dunn.test,Bonferroni
4B - 4I,-1.1891696315714,0.234372922146259,1,Axis.1,dscourt0,Dunn.test,Bonferroni
4C - 4I,-1.68192329771052,0.0925837143304754,1,Axis.1,dscourt0,Dunn.test,Bonferroni
4H - 4I,-0.629220444158436,0.52920474629128,1,Axis.1,dscourt0,Dunn.test,Bonferroni
1A - 1B,1.46061269275928,0.144121760996901,1,Axis.2,dscourt0,Dunn.test,Bonferroni
1A - 1C,1.34562233280382,0.178424345552499,1,Axis.2,dscourt0,Dunn.test,Bonferroni
1B - 1C,-0.179937870084232,0.857201344366873,1,Axis.2,dscourt0,Dunn.test,Bonferroni
1A - 1D,-0.312490970484599,0.754667424247886,1,Axis.2,dscourt0,Dunn.test,Bonferroni
1B - 1D,-1.68956982346758,0.0911102831810428,1,Axis.2,dscourt0,Dunn.test,Bonferroni
1C - 1D,-1.58705578198218,0.112500011393036,1,Axis.2,dscourt0,Dunn.test,Bonferroni
1A - 2A,0.406816054103481,0.684143094680055,1,Axis.2,dscourt0,Dunn.test,Bonferroni
1B - 2A,-1.11874414878457,0.263249304785033,1,Axis.2,dscourt0,Dunn.test,Bonferroni
1C - 2A,-0.984628331818613,0.324806667801017,1,Axis.2,dscourt0,Dunn.test,Bonferroni
1D - 2A,0.706377428974729,0.479953453482,1,Axis.2,dscourt0,Dunn.test,Bonferroni
1A - 2B,0.831425686647592,0.405733193161937,1,Axis.2,dscourt0,Dunn.test,Bonferroni
1B - 2B,-0.629187006111691,0.529226634637503,1,Axis.2,dscourt0,Dunn.test,Bonferroni
1C - 2B,-0.477226525006007,0.633200824949941,1,Axis.2,dscourt0,Dunn.test,Bonferroni
1D - 2B,1.09636662525952,0.272918363364344,1,Axis.2,dscourt0,Dunn.test,Bonferroni
2A - 2B,0.461579753694335,0.644382716347082,1,Axis.2,dscourt0,Dunn.test,Bonferroni
1A - 2C,1.16959615554751,0.242163525184367,1,Axis.2,dscourt0,Dunn.test,Bonferroni
1B - 2C,-0.355964047340546,0.721867490043076,1,Axis.2,dscourt0,Dunn.test,Bonferroni
1C - 2C,-0.18461781221599,0.853528813976113,1,Axis.2,dscourt0,Dunn.test,Bonferroni
1D - 2C,1.42192859079329,0.155046982233894,1,Axis.2,dscourt0,Dunn.test,Bonferroni
2A - 2C,0.800010519602623,0.423704702312403,1,Axis.2,dscourt0,Dunn.test,Bonferroni
2B - 2C,0.301200347749693,0.763261724665064,1,Axis.2,dscourt0,Dunn.test,Bonferroni
1A - 2D,2.93158901971568,0.00337232700405411,0.708188670851363,Axis.2,dscourt0,Dunn.test,Bonferroni
1B - 2D,1.55451016673271,0.120062773470066,1,Axis.2,dscourt0,Dunn.test,Bonferroni
1C - 2D,1.78429103812448,0.0743763857297876,1,Axis.2,dscourt0,Dunn.test,Bonferroni
1D - 2D,3.07760450424288,0.0020867165706173,0.438210479829633,Axis.2,dscourt0,Dunn.test,Bonferroni
2A - 2D,2.66496939113193,0.00769953304910338,1,Axis.2,dscourt0,Dunn.test,Bonferroni
2B - 2D,2.14771336494076,0.0317365329867568,1,Axis.2,dscourt0,Dunn.test,Bonferroni
2C - 2D,1.94941822931338,0.0512454992923717,1,Axis.2,dscourt0,Dunn.test,Bonferroni
1A - 2E,1.66710983658472,0.0954925665517176,1,Axis.2,dscourt0,Dunn.test,Bonferroni
1B - 2E,0.402182139565186,0.687549985603991,1,Axis.2,dscourt0,Dunn.test,Bonferroni
1C - 2E,0.569461513710248,0.569042981718057,1,Axis.2,dscourt0,Dunn.test,Bonferroni
1D - 2E,1.86852586207359,0.0616888087535712,1,Axis.2,dscourt0,Dunn.test,Bonferroni
2A - 2E,1.37340718012472,0.169625798880113,1,Axis.2,dscourt0,Dunn.test,Bonferroni
2B - 2E,0.947074070588985,0.343601036402747,1,Axis.2,dscourt0,Dunn.test,Bonferroni
2C - 2E,0.72020132616296,0.471401047516925,1,Axis.2,dscourt0,Dunn.test,Bonferroni
2D - 2E,-0.980782247105015,0.326700134642777,1,Axis.2,dscourt0,Dunn.test,Bonferroni
1A - 2F,1.00220069829759,0.316246670620818,1,Axis.2,dscourt0,Dunn.test,Bonferroni
1B - 2F,-0.101918715081111,0.918821194829244,1,Axis.2,dscourt0,Dunn.test,Bonferroni
1C - 2F,0.029009890432389,0.976856702490853,1,Axis.2,dscourt0,Dunn.test,Bonferroni
1D - 2F,1.21027232452704,0.226174413652026,1,Axis.2,dscourt0,Dunn.test,Bonferroni
2A - 2F,0.725247260809728,0.468300353890126,1,Axis.2,dscourt0,Dunn.test,Bonferroni
