"group1","group2","p_value","enzID","test","p_adj_method"
"t4","t3",0.000438106822632362,"GH28","pairwise.wilcox.test","Bonferroni"
"t5","t0",1,"GH28","pairwise.wilcox.test","Bonferroni"
"t5","t1",1,"GH28","pairwise.wilcox.test","Bonferroni"
"t5","t10",1,"GH28","pairwise.wilcox.test","Bonferroni"
"t5","t2",1,"GH28","pairwise.wilcox.test","Bonferroni"
"t5","t3",1,"GH28","pairwise.wilcox.test","Bonferroni"
"t5","t4",0.276544109316195,"GH28","pairwise.wilcox.test","Bonferroni"
"t6","t0",1,"GH28","pairwise.wilcox.test","Bonferroni"
"t6","t1",1,"GH28","pairwise.wilcox.test","Bonferroni"
"t6","t10",0.00363391477993404,"GH28","pairwise.wilcox.test","Bonferroni"
"t6","t2",0.0811877922728069,"GH28","pairwise.wilcox.test","Bonferroni"
"t6","t3",0.296580895210673,"GH28","pairwise.wilcox.test","Bonferroni"
"t6","t4",0.801747078140931,"GH28","pairwise.wilcox.test","Bonferroni"
"t6","t5",1,"GH28","pairwise.wilcox.test","Bonferroni"
"t7","t0",1,"GH28","pairwise.wilcox.test","Bonferroni"
"t7","t1",1,"GH28","pairwise.wilcox.test","Bonferroni"
"t7","t10",0.121382367607482,"GH28","pairwise.wilcox.test","Bonferroni"
"t7","t2",0.591961334813238,"GH28","pairwise.wilcox.test","Bonferroni"
"t7","t3",1,"GH28","pairwise.wilcox.test","Bonferroni"
"t7","t4",1,"GH28","pairwise.wilcox.test","Bonferroni"
"t7","t5",1,"GH28","pairwise.wilcox.test","Bonferroni"
"t7","t6",1,"GH28","pairwise.wilcox.test","Bonferroni"
"t8","t0",0.0869482270831386,"GH28","pairwise.wilcox.test","Bonferroni"
"t8","t1",0.601152297443321,"GH28","pairwise.wilcox.test","Bonferroni"
"t8","t10",1.23766670803157e-07,"GH28","pairwise.wilcox.test","Bonferroni"
"t8","t2",1.13408096667824e-06,"GH28","pairwise.wilcox.test","Bonferroni"
"t8","t3",0.000346697497131984,"GH28","pairwise.wilcox.test","Bonferroni"
"t8","t4",1,"GH28","pairwise.wilcox.test","Bonferroni"
"t8","t5",0.209854067133356,"GH28","pairwise.wilcox.test","Bonferroni"
"t8","t6",0.591271850466372,"GH28","pairwise.wilcox.test","Bonferroni"
"t8","t7",1,"GH28","pairwise.wilcox.test","Bonferroni"
"t9","t0",1,"GH28","pairwise.wilcox.test","Bonferroni"
"t9","t1",1,"GH28","pairwise.wilcox.test","Bonferroni"
"t9","t10",0.504487464211412,"GH28","pairwise.wilcox.test","Bonferroni"
"t9","t2",1,"GH28","pairwise.wilcox.test","Bonferroni"
"t9","t3",1,"GH28","pairwise.wilcox.test","Bonferroni"
"t9","t4",0.21756769609541,"GH28","pairwise.wilcox.test","Bonferroni"
"t9","t5",1,"GH28","pairwise.wilcox.test","Bonferroni"
"t9","t6",1,"GH28","pairwise.wilcox.test","Bonferroni"
"t9","t7",1,"GH28","pairwise.wilcox.test","Bonferroni"
"t9","t8",0.183274013671353,"GH28","pairwise.wilcox.test","Bonferroni"
"t1","t0",0.000996261178783436,"GH29","pairwise.wilcox.test","Bonferroni"
"t10","t0",4.21778134948333e-25,"GH29","pairwise.wilcox.test","Bonferroni"
"t10","t1",1.06385737998189e-14,"GH29","pairwise.wilcox.test","Bonferroni"
"t2","t0",8.04833625798213e-12,"GH29","pairwise.wilcox.test","Bonferroni"
"t2","t1",1,"GH29","pairwise.wilcox.test","Bonferroni"
"t2","t10",4.95531836790896e-15,"GH29","pairwise.wilcox.test","Bonferroni"
"t3","t0",1.04173605185165e-13,"GH29","pairwise.wilcox.test","Bonferroni"
"t3","t1",1.20707001464793e-06,"GH29","pairwise.wilcox.test","Bonferroni"
"t3","t10",0.0502341250756889,"GH29","pairwise.wilcox.test","Bonferroni"
"t3","t2",0.000452389533720962,"GH29","pairwise.wilcox.test","Bonferroni"
"t4","t0",3.68100044180447e-22,"GH29","pairwise.wilcox.test","Bonferroni"
"t4","t1",7.58636978639482e-07,"GH29","pairwise.wilcox.test","Bonferroni"
"t4","t10",4.26533731211706e-08,"GH29","pairwise.wilcox.test","Bonferroni"
"t4","t2",0.000294036993211891,"GH29","pairwise.wilcox.test","Bonferroni"
"t4","t3",1,"GH29","pairwise.wilcox.test","Bonferroni"
"t5","t0",6.6444134479522e-11,"GH29","pairwise.wilcox.test","Bonferroni"
"t5","t1",1.11519326954038e-09,"GH29","pairwise.wilcox.test","Bonferroni"
"t5","t10",1,"GH29","pairwise.wilcox.test","Bonferroni"
"t5","t2",1.37567156227711e-05,"GH29","pairwise.wilcox.test","Bonferroni"
"t5","t3",1,"GH29","pairwise.wilcox.test","Bonferroni"
"t5","t4",0.047461258875735,"GH29","pairwise.wilcox.test","Bonferroni"
"t6","t0",1.81514090498807e-20,"GH29","pairwise.wilcox.test","Bonferroni"
"t6","t1",1.55738279010170e-09,"GH29","pairwise.wilcox.test","Bonferroni"
"t6","t10",1.50900948313169e-06,"GH29","pairwise.wilcox.test","Bonferroni"
"t6","t2",7.76825976133861e-06,"GH29","pairwise.wilcox.test","Bonferroni"
"t6","t3",1,"GH29","pairwise.wilcox.test","Bonferroni"
"t6","t4",1,"GH29","pairwise.wilcox.test","Bonferroni"
"t6","t5",0.247857639218921,"GH29","pairwise.wilcox.test","Bonferroni"
"t7","t0",1.3368486853024e-15,"GH29","pairwise.wilcox.test","Bonferroni"
"t7","t1",2.04375442661514e-09,"GH29","pairwise.wilcox.test","Bonferroni"
"t7","t10",0.0187098996599846,"GH29","pairwise.wilcox.test","Bonferroni"
"t7","t2",7.18640297817863e-05,"GH29","pairwise.wilcox.test","Bonferroni"
"t7","t3",1,"GH29","pairwise.wilcox.test","Bonferroni"
"t7","t4",1,"GH29","pairwise.wilcox.test","Bonferroni"
"t7","t5",1,"GH29","pairwise.wilcox.test","Bonferroni"
"t7","t6",1,"GH29","pairwise.wilcox.test","Bonferroni"
"t8","t0",3.33823881012197e-18,"GH29","pairwise.wilcox.test","Bonferroni"
"t8","t1",1.48869698157009e-06,"GH29","pairwise.wilcox.test","Bonferroni"
"t8","t10",8.77621351362083e-09,"GH29","pairwise.wilcox.test","Bonferroni"
"t8","t2",0.00361383736277116,"GH29","pairwise.wilcox.test","Bonferroni"
"t8","t3",1,"GH29","pairwise.wilcox.test","Bonferroni"
"t8","t4",1,"GH29","pairwise.wilcox.test","Bonferroni"
"t8","t5",0.00993401990586799,"GH29","pairwise.wilcox.test","Bonferroni"
"t8","t6",1,"GH29","pairwise.wilcox.test","Bonferroni"
"t8","t7",1,"GH29","pairwise.wilcox.test","Bonferroni"
"t9","t0",7.21951109854553e-17,"GH29","pairwise.wilcox.test","Bonferroni"
"t9","t1",9.13330578291917e-12,"GH29","pairwise.wilcox.test","Bonferroni"
"t9","t10",0.129562339107173,"GH29","pairwise.wilcox.test","Bonferroni"
"t9","t2",5.13986233188741e-07,"GH29","pairwise.wilcox.test","Bonferroni"
"t9","t3",1,"GH29","pairwise.wilcox.test","Bonferroni"
"t9","t4",0.209102111363371,"GH29","pairwise.wilcox.test","Bonferroni"
"t9","t5",1,"GH29","pairwise.wilcox.test","Bonferroni"
"t9","t6",1,"GH29","pairwise.wilcox.test","Bonferroni"
"t9","t7",1,"GH29","pairwise.wilcox.test","Bonferroni"
"t9","t8",0.0739855310156096,"GH29","pairwise.wilcox.test","Bonferroni"
"t1","t0",1,"GH3","pairwise.wilcox.test","Bonferroni"
"t10","t0",1,"GH3","pairwise.wilcox.test","Bonferroni"
"t10","t1",1,"GH3","pairwise.wilcox.test","Bonferroni"
"t2","t0",1,"GH3","pairwise.wilcox.test","Bonferroni"
"t2","t1",1,"GH3","pairwise.wilcox.test","Bonferroni"
"t2","t10",1,"GH3","pairwise.wilcox.test","Bonferroni"
"t3","t0",1,"GH3","pairwise.wilcox.test","Bonferroni"
"t3","t1",1,"GH3","pairwise.wilcox.test","Bonferroni"
"t3","t10",1,"GH3","pairwise.wilcox.test","Bonferroni"
"t3","t2",1,"GH3","pairwise.wilcox.test","Bonferroni"
"t4","t0",0.0205250343234184,"GH3","pairwise.wilcox.test","Bonferroni"
"t4","t1",0.00279424506290632,"GH3","pairwise.wilcox.test","Bonferroni"
"t4","t10",0.0211680770674947,"GH3","pairwise.wilcox.test","Bonferroni"
"t4","t2",1,"GH3","pairwise.wilcox.test","Bonferroni"
"t4","t3",0.000817237000783237,"GH3","pairwise.wilcox.test","Bonferroni"
"t5","t0",1,"GH3","pairwise.wilcox.test","Bonferroni"
"t5","t1",0.269804564667951,"GH3","pairwise.wilcox.test","Bonferroni"
"t5","t10",0.423760294082247,"GH3","pairwise.wilcox.test","Bonferroni"
"t5","t2",1,"GH3","pairwise.wilcox.test","Bonferroni"
"t5","t3",0.169177563283893,"GH3","pairwise.wilcox.test","Bonferroni"
"t5","t4",1,"GH3","pairwise.wilcox.test","Bonferroni"
"t6","t0",1,"GH3","pairwise.wilcox.test","Bonferroni"
"t6","t1",0.234497634741581,"GH3","pairwise.wilcox.test","Bonferroni"
"t6","t10",1,"GH3","pairwise.wilcox.test","Bonferroni"
"t6","t2",1,"GH3","pairwise.wilcox.test","Bonferroni"
"t6","t3",0.147081858268245,"GH3","pairwise.wilcox.test","Bonferroni"
"t6","t4",1,"GH3","pairwise.wilcox.test","Bonferroni"
"t6","t5",1,"GH3","pairwise.wilcox.test","Bonferroni"
"t7","t0",1,"GH3","pairwise.wilcox.test","Bonferroni"
"t7","t1",1,"GH3","pairwise.wilcox.test","Bonferroni"
"t7","t10",1,"GH3","pairwise.wilcox.test","Bonferroni"
"t7","t2",1,"GH3","pairwise.wilcox.test","Bonferroni"
"t7","t3",1,"GH3","pairwise.wilcox.test","Bonferroni"
"t7","t4",0.211020934453173,"GH3","pairwise.wilcox.test","Bonferroni"
"t7","t5",0.991110845770421,"GH3","pairwise.wilcox.test","Bonferroni"
"t7","t6",1,"GH3","pairwise.wilcox.test","Bonferroni"
"t8","t0",1,"GH3","pairwise.wilcox.test","Bonferroni"
"t8","t1",0.238817354382842,"GH3","pairwise.wilcox.test","Bonferroni"
"t8","t10",1,"GH3","pairwise.wilcox.test","Bonferroni"
"t8","t2",1,"GH3","pairwise.wilcox.test","Bonferroni"
"t8","t3",0.144304492207561,"GH3","pairwise.wilcox.test","Bonferroni"
"t8","t4",1,"GH3","pairwise.wilcox.test","Bonferroni"
"t8","t5",1,"GH3","pairwise.wilcox.test","Bonferroni"
"t8","t6",1,"GH3","pairwise.wilcox.test","Bonferroni"
"t8","t7",1,"GH3","pairwise.wilcox.test","Bonferroni"
"t9","t0",1,"GH3","pairwise.wilcox.test","Bonferroni"
"t9","t1",1,"GH3","pairwise.wilcox.test","Bonferroni"
"t9","t10",1,"GH3","pairwise.wilcox.test","Bonferroni"
"t9","t2",1,"GH3","pairwise.wilcox.test","Bonferroni"
"t9","t3",1,"GH3","pairwise.wilcox.test","Bonferroni"
"t9","t4",0.0482962146425406,"GH3","pairwise.wilcox.test","Bonferroni"
"t9","t5",0.360064990025219,"GH3","pairwise.wilcox.test","Bonferroni"
"t9","t6",1,"GH3","pairwise.wilcox.test","Bonferroni"
"t9","t7",1,"GH3","pairwise.wilcox.test","Bonferroni"
"t9","t8",1,"GH3","pairwise.wilcox.test","Bonferroni"
"t1","t0",0.525340787536254,"GH30","pairwise.wilcox.test","Bonferroni"
"t10","t0",1.28613789063356e-22,"GH30","pairwise.wilcox.test","Bonferroni"
"t10","t1",1.98962493075815e-14,"GH30","pairwise.wilcox.test","Bonferroni"
"t2","t0",4.3467613197395e-08,"GH30","pairwise.wilcox.test","Bonferroni"
"t2","t1",0.252092536072544,"GH30","pairwise.wilcox.test","Bonferroni"
"t2","t10",1.54293824904612e-15,"GH30","pairwise.wilcox.test","Bonferroni"
"t3","t0",8.26584305462712e-07,"GH30","pairwise.wilcox.test","Bonferroni"
"t3","t1",0.0246689716369462,"GH30","pairwise.wilcox.test","Bonferroni"
"t3","t10",9.30362709574916e-10,"GH30","pairwise.wilcox.test","Bonferroni"
"t3","t2",1,"GH30","pairwise.wilcox.test","Bonferroni"
"t4","t0",1.75128744818684e-07,"GH30","pairwise.wilcox.test","Bonferroni"
"t4","t1",0.780351288541392,"GH30","pairwise.wilcox.test","Bonferroni"
"t4","t10",1.02857304011173e-16,"GH30","pairwise.wilcox.test","Bonferroni"
"t4","t2",1,"GH30","pairwise.wilcox.test","Bonferroni"
"t4","t3",1,"GH30","pairwise.wilcox.test","Bonferroni"
"t5","t0",7.25569002719949e-10,"GH30","pairwise.wilcox.test","Bonferroni"
"t5","t1",1.15650682067339e-10,"GH30","pairwise.wilcox.test","Bonferroni"
"t5","t10",1,"GH30","pairwise.wilcox.test","Bonferroni"
"t5","t2",7.77392598612103e-06,"GH30","pairwise.wilcox.test","Bonferroni"
"t5","t3",7.76456868456438e-05,"GH30","pairwise.wilcox.test","Bonferroni"
"t5","t4",1.59918963242535e-06,"GH30","pairwise.wilcox.test","Bonferroni"
"t6","t0",6.05674096350398e-14,"GH30","pairwise.wilcox.test","Bonferroni"
"t6","t1",1.44004186794378e-06,"GH30","pairwise.wilcox.test","Bonferroni"
"t6","t10",5.91253581567104e-08,"GH30","pairwise.wilcox.test","Bonferroni"
"t6","t2",0.0132829400896959,"GH30","pairwise.wilcox.test","Bonferroni"
"t6","t3",1,"GH30","pairwise.wilcox.test","Bonferroni"
"t6","t4",0.000475435252149756,"GH30","pairwise.wilcox.test","Bonferroni"
"t6","t5",0.0106521064021346,"GH30","pairwise.wilcox.test","Bonferroni"
"t7","t0",1.65140574205593e-12,"GH30","pairwise.wilcox.test","Bonferroni"
"t7","t1",3.36077542510715e-09,"GH30","pairwise.wilcox.test","Bonferroni"
"t7","t10",0.000933265414155859,"GH30","pairwise.wilcox.test","Bonferroni"
"t7","t2",0.000161237444071391,"GH30","pairwise.wilcox.test","Bonferroni"
"t7","t3",0.0127386539027047,"GH30","pairwise.wilcox.test","Bonferroni"
"t7","t4",5.48139043821751e-06,"GH30","pairwise.wilcox.test","Bonferroni"
"t7","t5",1,"GH30","pairwise.wilcox.test","Bonferroni"
"t7","t6",1,"GH30","pairwise.wilcox.test","Bonferroni"
"t8","t0",1.51900023964088e-12,"GH30","pairwise.wilcox.test","Bonferroni"
"t8","t1",1.58990536497047e-05,"GH30","pairwise.wilcox.test","Bonferroni"
"t8","t10",3.56457239950747e-09,"GH30","pairwise.wilcox.test","Bonferroni"
"t8","t2",0.126781793328545,"GH30","pairwise.wilcox.test","Bonferroni"
"t8","t3",1,"GH30","pairwise.wilcox.test","Bonferroni"
"t8","t4",0.00740268101231311,"GH30","pairwise.wilcox.test","Bonferroni"
"t8","t5",0.00469016055260912,"GH30","pairwise.wilcox.test","Bonferroni"
"t8","t6",1,"GH30","pairwise.wilcox.test","Bonferroni"
"t8","t7",0.859771111731539,"GH30","pairwise.wilcox.test","Bonferroni"
"t9","t0",4.0861918955376e-15,"GH30","pairwise.wilcox.test","Bonferroni"
"t9","t1",1.57286131714971e-13,"GH30","pairwise.wilcox.test","Bonferroni"
"t9","t10",0.487408276921646,"GH30","pairwise.wilcox.test","Bonferroni"
"t9","t2",1.75850734478745e-08,"GH30","pairwise.wilcox.test","Bonferroni"
"t9","t3",1.80326805451056e-06,"GH30","pairwise.wilcox.test","Bonferroni"
"t9","t4",3.09125834355816e-10,"GH30","pairwise.wilcox.test","Bonferroni"
"t9","t5",1,"GH30","pairwise.wilcox.test","Bonferroni"
"t9","t6",0.00250241324538099,"GH30","pairwise.wilcox.test","Bonferroni"
"t9","t7",1,"GH30","pairwise.wilcox.test","Bonferroni"
"t9","t8",0.000437816953471165,"GH30","pairwise.wilcox.test","Bonferroni"
"t1","t0",1,"GH31","pairwise.wilcox.test","Bonferroni"
"t10","t0",1,"GH31","pairwise.wilcox.test","Bonferroni"
"t10","t1",1,"GH31","pairwise.wilcox.test","Bonferroni"
"t2","t0",1,"GH31","pairwise.wilcox.test","Bonferroni"
"t2","t1",0.480207101160758,"GH31","pairwise.wilcox.test","Bonferroni"
"t2","t10",0.116341979535544,"GH31","pairwise.wilcox.test","Bonferroni"
"t3","t0",1,"GH31","pairwise.wilcox.test","Bonferroni"
"t3","t1",1,"GH31","pairwise.wilcox.test","Bonferroni"
"t3","t10",1,"GH31","pairwise.wilcox.test","Bonferroni"
"t3","t2",1,"GH31","pairwise.wilcox.test","Bonferroni"
"t4","t0",0.00010522741491667,"GH31","pairwise.wilcox.test","Bonferroni"
"t4","t1",1.79343677364945e-07,"GH31","pairwise.wilcox.test","Bonferroni"
"t4","t10",5.08701293187531e-12,"GH31","pairwise.wilcox.test","Bonferroni"
"t4","t2",0.000488883408479124,"GH31","pairwise.wilcox.test","Bonferroni"
"t4","t3",0.00109871051075731,"GH31","pairwise.wilcox.test","Bonferroni"
"t5","t0",1,"GH31","pairwise.wilcox.test","Bonferroni"
"t5","t1",0.10359841715923,"GH31","pairwise.wilcox.test","Bonferroni"
"t5","t10",0.0367562864873091,"GH31","pairwise.wilcox.test","Bonferroni"
"t5","t2",1,"GH31","pairwise.wilcox.test","Bonferroni"
"t5","t3",1,"GH31","pairwise.wilcox.test","Bonferroni"
"t5","t4",1,"GH31","pairwise.wilcox.test","Bonferroni"
"t6","t0",1,"GH31","pairwise.wilcox.test","Bonferroni"
"t6","t1",0.354046466981128,"GH31","pairwise.wilcox.test","Bonferroni"
"t6","t10",0.107966784248081,"GH31","pairwise.wilcox.test","Bonferroni"
"t6","t2",1,"GH31","pairwise.wilcox.test","Bonferroni"
"t6","t3",1,"GH31","pairwise.wilcox.test","Bonferroni"
"t6","t4",0.000556244653833542,"GH31","pairwise.wilcox.test","Bonferroni"
"t6","t5",1,"GH31","pairwise.wilcox.test","Bonferroni"
"t7","t0",1,"GH31","pairwise.wilcox.test","Bonferroni"
"t7","t1",1,"GH31","pairwise.wilcox.test","Bonferroni"
"t7","t10",1,"GH31","pairwise.wilcox.test","Bonferroni"
"t7","t2",1,"GH31","pairwise.wilcox.test","Bonferroni"
"t7","t3",1,"GH31","pairwise.wilcox.test","Bonferroni"
"t7","t4",6.27449131708639e-06,"GH31","pairwise.wilcox.test","Bonferroni"
"t7","t5",1,"GH31","pairwise.wilcox.test","Bonferroni"
"t7","t6",1,"GH31","pairwise.wilcox.test","Bonferroni"
"t8","t0",1,"GH31","pairwise.wilcox.test","Bonferroni"
"t8","t1",0.436102554255195,"GH31","pairwise.wilcox.test","Bonferroni"
"t8","t10",0.160338065981485,"GH31","pairwise.wilcox.test","Bonferroni"
"t8","t2",1,"GH31","pairwise.wilcox.test","Bonferroni"
"t8","t3",1,"GH31","pairwise.wilcox.test","Bonferroni"
"t8","t4",0.00241849413239542,"GH31","pairwise.wilcox.test","Bonferroni"
"t8","t5",1,"GH31","pairwise.wilcox.test","Bonferroni"
"t8","t6",1,"GH31","pairwise.wilcox.test","Bonferroni"
"t8","t7",1,"GH31","pairwise.wilcox.test","Bonferroni"
"t9","t0",1,"GH31","pairwise.wilcox.test","Bonferroni"
"t9","t1",1,"GH31","pairwise.wilcox.test","Bonferroni"
"t9","t10",1,"GH31","pairwise.wilcox.test","Bonferroni"
"t9","t2",1,"GH31","pairwise.wilcox.test","Bonferroni"
"t9","t3",1,"GH31","pairwise.wilcox.test","Bonferroni"
"t9","t4",4.26428322615444e-07,"GH31","pairwise.wilcox.test","Bonferroni"
"t9","t5",0.247427360896738,"GH31","pairwise.wilcox.test","Bonferroni"
"t9","t6",0.755175475688541,"GH31","pairwise.wilcox.test","Bonferroni"
"t9","t7",1,"GH31","pairwise.wilcox.test","Bonferroni"
"t9","t8",1,"GH31","pairwise.wilcox.test","Bonferroni"
"t1","t0",1,"GH32","pairwise.wilcox.test","Bonferroni"
"t10","t0",6.10298794420966e-22,"GH32","pairwise.wilcox.test","Bonferroni"
"t10","t1",1.28891963063507e-15,"GH32","pairwise.wilcox.test","Bonferroni"
"t2","t0",0.203095958247416,"GH32","pairwise.wilcox.test","Bonferroni"
"t2","t1",0.231902327813658,"GH32","pairwise.wilcox.test","Bonferroni"
"t2","t10",8.57646765636421e-18,"GH32","pairwise.wilcox.test","Bonferroni"
"t3","t0",0.00335066029519593,"GH32","pairwise.wilcox.test","Bonferroni"
"t3","t1",0.00148805297245045,"GH32","pairwise.wilcox.test","Bonferroni"
"t3","t10",5.75405329855905e-10,"GH32","pairwise.wilcox.test","Bonferroni"
"t3","t2",1,"GH32","pairwise.wilcox.test","Bonferroni"
"t4","t0",2.87287314580394e-22,"GH32","pairwise.wilcox.test","Bonferroni"
"t4","t1",1.80641630892294e-15,"GH32","pairwise.wilcox.test","Bonferroni"
"t4","t10",0.00913834373611656,"GH32","pairwise.wilcox.test","Bonferroni"
"t4","t2",2.52727158477459e-14,"GH32","pairwise.wilcox.test","Bonferroni"
"t4","t3",2.57955123632731e-06,"GH32","pairwise.wilcox.test","Bonferroni"
"t5","t0",1.11005742497666e-08,"GH32","pairwise.wilcox.test","Bonferroni"
"t5","t1",7.07408501504292e-11,"GH32","pairwise.wilcox.test","Bonferroni"
"t5","t10",1,"GH32","pairwise.wilcox.test","Bonferroni"
"t5","t2",2.99276512626797e-06,"GH32","pairwise.wilcox.test","Bonferroni"
"t5","t3",0.000177609649063647,"GH32","pairwise.wilcox.test","Bonferroni"
"t5","t4",1,"GH32","pairwise.wilcox.test","Bonferroni"
"t6","t0",4.24992025399212e-16,"GH32","pairwise.wilcox.test","Bonferroni"
"t6","t1",1.86271323843852e-12,"GH32","pairwise.wilcox.test","Bonferroni"
"t6","t10",0.0047477258707445,"GH32","pairwise.wilcox.test","Bonferroni"
"t6","t2",6.65758286696175e-10,"GH32","pairwise.wilcox.test","Bonferroni"
"t6","t3",0.000113088095056639,"GH32","pairwise.wilcox.test","Bonferroni"
"t6","t4",1,"GH32","pairwise.wilcox.test","Bonferroni"
"t6","t5",1,"GH32","pairwise.wilcox.test","Bonferroni"
"t7","t0",2.72208386406152e-11,"GH32","pairwise.wilcox.test","Bonferroni"
"t7","t1",4.62400650504381e-12,"GH32","pairwise.wilcox.test","Bonferroni"
"t7","t10",0.0726003769142046,"GH32","pairwise.wilcox.test","Bonferroni"
"t7","t2",5.88625450932344e-07,"GH32","pairwise.wilcox.test","Bonferroni"
"t7","t3",0.00112990650354768,"GH32","pairwise.wilcox.test","Bonferroni"
"t7","t4",1,"GH32","pairwise.wilcox.test","Bonferroni"
"t7","t5",1,"GH32","pairwise.wilcox.test","Bonferroni"
"t7","t6",1,"GH32","pairwise.wilcox.test","Bonferroni"
"t8","t0",9.05396299374666e-16,"GH32","pairwise.wilcox.test","Bonferroni"
"t8","t1",3.03952666912794e-12,"GH32","pairwise.wilcox.test","Bonferroni"
"t8","t10",0.00287328870352402,"GH32","pairwise.wilcox.test","Bonferroni"
"t8","t2",1.04723239258282e-09,"GH32","pairwise.wilcox.test","Bonferroni"
"t8","t3",0.000564367607263013,"GH32","pairwise.wilcox.test","Bonferroni"
"t8","t4",1,"GH32","pairwise.wilcox.test","Bonferroni"
"t8","t5",1,"GH32","pairwise.wilcox.test","Bonferroni"
"t8","t6",1,"GH32","pairwise.wilcox.test","Bonferroni"
"t8","t7",1,"GH32","pairwise.wilcox.test","Bonferroni"
"t9","t0",1.32744364292558e-10,"GH32","pairwise.wilcox.test","Bonferroni"
"t9","t1",8.54309602631561e-11,"GH32","pairwise.wilcox.test","Bonferroni"
"t9","t10",0.00231904156249533,"GH32","pairwise.wilcox.test","Bonferroni"
"t9","t2",5.39399623956364e-06,"GH32","pairwise.wilcox.test","Bonferroni"
"t9","t3",0.00418956498166111,"GH32","pairwise.wilcox.test","Bonferroni"
"t9","t4",1,"GH32","pairwise.wilcox.test","Bonferroni"
"t9","t5",1,"GH32","pairwise.wilcox.test","Bonferroni"
"t9","t6",1,"GH32","pairwise.wilcox.test","Bonferroni"
"t9","t7",1,"GH32","pairwise.wilcox.test","Bonferroni"
"t9","t8",1,"GH32","pairwise.wilcox.test","Bonferroni"
"t1","t0",3.03089825714432e-06,"GH33","pairwise.wilcox.test","Bonferroni"
"t10","t0",8.31957129364679e-28,"GH33","pairwise.wilcox.test","Bonferroni"
"t10","t1",7.5248884545291e-17,"GH33","pairwise.wilcox.test","Bonferroni"
"t2","t0",2.07472980243781e-22,"GH33","pairwise.wilcox.test","Bonferroni"
"t2","t1",0.0032666201766185,"GH33","pairwise.wilcox.test","Bonferroni"
"t2","t10",2.11308596825995e-20,"GH33","pairwise.wilcox.test","Bonferroni"
"t3","t0",3.2747245797733e-16,"GH33","pairwise.wilcox.test","Bonferroni"
"t3","t1",1.68079540386103e-07,"GH33","pairwise.wilcox.test","Bonferroni"
"t3","t10",1.16823363016696e-10,"GH33","pairwise.wilcox.test","Bonferroni"
"t3","t2",0.252092536072544,"GH33","pairwise.wilcox.test","Bonferroni"
"t4","t0",3.41300604056212e-29,"GH33","pairwise.wilcox.test","Bonferroni"
"t4","t1",6.13635751302222e-11,"GH33","pairwise.wilcox.test","Bonferroni"
"t4","t10",6.17229527284792e-15,"GH33","pairwise.wilcox.test","Bonferroni"
"t4","t2",0.00179550552370975,"GH33","pairwise.wilcox.test","Bonferroni"
"t4","t3",1,"GH33","pairwise.wilcox.test","Bonferroni"
"t5","t0",2.63654576429959e-12,"GH33","pairwise.wilcox.test","Bonferroni"
"t5","t1",5.59582606752456e-13,"GH33","pairwise.wilcox.test","Bonferroni"
"t5","t10",1,"GH33","pairwise.wilcox.test","Bonferroni"
"t5","t2",3.33908818808465e-08,"GH33","pairwise.wilcox.test","Bonferroni"
"t5","t3",4.48662219504939e-05,"GH33","pairwise.wilcox.test","Bonferroni"
"t5","t4",2.34644884294055e-05,"GH33","pairwise.wilcox.test","Bonferroni"
"t6","t0",1.01607725192074e-25,"GH33","pairwise.wilcox.test","Bonferroni"
"t6","t1",1.35438938302577e-14,"GH33","pairwise.wilcox.test","Bonferroni"
"t6","t10",1.41013473711967e-07,"GH33","pairwise.wilcox.test","Bonferroni"
"t6","t2",2.99775772393591e-10,"GH33","pairwise.wilcox.test","Bonferroni"
"t6","t3",0.0407592755906323,"GH33","pairwise.wilcox.test","Bonferroni"
"t6","t4",0.00290889819228758,"GH33","pairwise.wilcox.test","Bonferroni"
"t6","t5",0.035592818630998,"GH33","pairwise.wilcox.test","Bonferroni"
"t7","t0",2.57354985257318e-19,"GH33","pairwise.wilcox.test","Bonferroni"
"t7","t1",3.30609226486828e-16,"GH33","pairwise.wilcox.test","Bonferroni"
"t7","t10",4.31594415376218e-05,"GH33","pairwise.wilcox.test","Bonferroni"
"t7","t2",1.21923810103649e-07,"GH33","pairwise.wilcox.test","Bonferroni"
"t7","t3",0.064513267209401,"GH33","pairwise.wilcox.test","Bonferroni"
"t7","t4",0.0182943480747234,"GH33","pairwise.wilcox.test","Bonferroni"
"t7","t5",0.192588916236001,"GH33","pairwise.wilcox.test","Bonferroni"
"t7","t6",1,"GH33","pairwise.wilcox.test","Bonferroni"
"t8","t0",7.82007676296728e-25,"GH33","pairwise.wilcox.test","Bonferroni"
"t8","t1",5.7621576356265e-13,"GH33","pairwise.wilcox.test","Bonferroni"
"t8","t10",1.80064254321963e-08,"GH33","pairwise.wilcox.test","Bonferroni"
"t8","t2",8.26024173840264e-08,"GH33","pairwise.wilcox.test","Bonferroni"
"t8","t3",0.611206109197526,"GH33","pairwise.wilcox.test","Bonferroni"
"t8","t4",0.120054314919881,"GH33","pairwise.wilcox.test","Bonferroni"
"t8","t5",0.00723028539552093,"GH33","pairwise.wilcox.test","Bonferroni"
"t8","t6",1,"GH33","pairwise.wilcox.test","Bonferroni"
"t8","t7",1,"GH33","pairwise.wilcox.test","Bonferroni"
"t9","t0",1.42769845663812e-19,"GH33","pairwise.wilcox.test","Bonferroni"
